lon,lat,x_utm_km,y_utm_km,n_events,n_online,proportion,hlogit
-51.575,-29.574999999999996,444.30731893624534,6728.168641746516,105549,96206.0,0.9114818709793555,2.33181600857647
-51.425000000000004,-30.324999999999996,459.14377179338453,6645.124614542106,5435,4823.0,0.8873965041398344,2.063706142191726
-56.825,-29.374999999999996,-65.80348233202648,6736.327305278936,33,0.0,0.0,-4.204692619390966
-52.075,-29.224999999999998,395.5193967536456,6766.6073103707195,173,6.0,0.03468208092485549,-3.24918117436353
-52.275000000000006,-30.474999999999998,377.61410723799764,6627.888206239635,373,18.0,0.04825737265415549,-2.9557545171590163
-51.825,-27.874999999999996,418.7889167377862,6916.3710190185775,2004,819.0,0.4086826347305389,-0.36922550732157583
-51.975,-31.324999999999996,407.2356913286107,6533.968627729277,73,66.0,0.9041095890410958,2.1822989271195437
-51.575,-30.574999999999996,444.8646269340256,6617.3564632413945,58,33.0,0.5689655172413793,0.2728669866666403
-52.025000000000006,-32.074999999999996,403.25989658627435,6450.791532307022,40,39.0,0.975,3.270835563798912
-52.725,-29.874999999999996,333.4068594022559,6693.816129049782,132,78.0,0.5909090909090909,0.36489792311916436
-53.025000000000006,-29.824999999999996,304.33093811575196,6698.885629586576,31,31.0,1.0,4.143134726391533
-49.625,-27.174999999999997,636.2167478759462,6993.4350782577285,278,250.0,0.8992805755395683,2.1735548332503147
-55.625,-30.724999999999998,56.976015170075755,6591.7262736511975,55,0.0,0.0,-4.709530201312334
-54.525000000000006,-31.074999999999996,163.64596643730394,6556.741366556784,183,163.0,0.8907103825136612,2.0763881041929455
-55.475,-29.224999999999998,64.84951755473996,6758.778260671646,3259,0.0,0.0,-8.782476268924539
-51.275000000000006,-29.974999999999998,473.4701895445681,6683.953035207957,16207,13117.0,0.8093416425001543,1.4456143264615389
-53.675000000000004,-31.574999999999996,246.1314706171558,6503.5663082721285,574,485.0,0.8449477351916377,1.69094066245057
-55.675000000000004,-28.775,43.399069410494064,6807.962284192096,173,24.0,0.13872832369942195,-1.8086232752800597
-53.025000000000006,-29.724999999999998,304.13632009524423,6709.96959488624,3033,2830.0,0.9330695680844049,2.632542648594065
-53.775000000000006,-31.124999999999996,235.37934932832937,6553.230750762264,1649,1471.0,0.8920557913887205,2.1094489664538334
-51.525000000000006,-29.124999999999996,448.9262991663341,6778.051435575851,8940,7751.0,0.8670022371364653,1.8743533222634046
-55.875,-29.324999999999996,26.368973185680748,6746.122671375131,1659,638.0,0.3845690174804099,-0.4699057387850827
-56.125,-29.674999999999997,3.7634031082516883,6706.220114223533,37,37.0,1.0,4.31748811353631
-50.375,-27.324999999999996,561.8309462834021,6977.412377422283,258,197.0,0.7635658914728682,1.1667014095287045
-51.275000000000006,-29.224999999999998,473.2731763312144,6767.05457817441,62210,59458.0,0.955762739109468,3.072769000593656
